TreeID,TreeType,Latitude,Longitude
BT0830021079,榕樹,25.153836690365743,121.52839685935137
BT0830021080,榕樹,25.153569548844075,121.52832220923473
BT0830021081,榕樹,25.153513214245578,121.52832226421164
BT0830010006,榕樹,25.15346607982409,121.52829934681776
BT0830021083,榕樹,25.153387829935514,121.52829305849603
BT0830021084,榕樹,25.15333469039211,121.52825791497172
BT0830021085,榕樹,25.15328626022478,121.52824391911018
BT0830021086,榕樹,25.153069443905345,121.52818347202042
BT0830031015,榕樹,25.15297406209962,121.52799400675487
BT0830031016,榕樹,25.15294191944513,121.52796956707802
BT0830031017,榕樹,25.152921716126656,121.52793883068284
BT0830031018,榕樹,25.15289776248598,121.52789647302983
BT0830021089,榕樹,25.1527539055694,121.52783217469947
BT0830021090,榕樹,25.152733325266666,121.52775521466762
BT0810151001,楓香,25.152540263547856,121.54785548298965
BT0810151002,楓香,25.152534905631956,121.54801039173971
BT0810151003,楓香,25.15253366629617,121.5480769417883
BT0810141007,楓香,25.152450051087758,121.5479838269474
BT0810110003,楓香,25.15244620833309,121.54811959894934
BT0810141008,楓香,25.152441090457028,121.54801443619623
BT0810141010,楓香,25.152439006941492,121.54818711419541
BT0810141011,楓香,25.152436660414576,121.54821130572223
BT0810141009,楓香,25.15243484439433,121.54804337136032
BT0810141006,楓香,25.152430589453704,121.54775372173522
BT0810141012,楓香,25.152416297561246,121.54824920395342
BT0810141016,楓香,25.1524143836868,121.54827845602394
BT0810141013,楓香,25.15241366802113,121.5483010678153
BT0810141015,楓香,25.152408535871608,121.54824857413925
BT0810141005,楓香,25.15240410344613,121.54768972606479
BT0830031020,榕樹,25.152400877096863,121.52725922951343
BT0810141014,楓香,25.152393606029843,121.54835523428831
BT0810110002,楓香,25.152380382065996,121.54839127980823
BT0810110001,楓香,25.15236690378794,121.54842286070048
BT0810141017,楓香,25.152330989049762,121.54851593733873
BT0810141004,楓香,25.15232259207472,121.54741818088922
BT0810141003,楓香,25.152264314968733,121.54728431404757
BT0810141002,楓香,25.152238594711797,121.54723291890738
BT0810141018,楓香,25.152209348215013,121.54874461787878
BT0830021091,榕樹,25.15220287380987,121.52746776575343
BT0810141019,楓香,25.15217320815912,121.54880099360355
BT0810141001,楓香,25.152162994996136,121.54714489921189
BT0810141020,楓香,25.152114307045352,121.54886024312533
BT0830021092,榕樹,25.152112825567222,121.52752956983772
BT0830031021,榕樹,25.152082588665355,121.52742628379308
BT0810141021,楓香,25.152067301412508,121.54890089841562
BT0830021093,榕樹,25.152037304658663,121.52759351925769
BT0810141022,楓香,25.152019621704916,121.54892855700167
BT0810141023,楓香,25.151975547222666,121.54895781870785
BT0830031023,榕樹,25.15196908456914,121.52750871738587
BT0830021094,榕樹,25.151954541683306,121.52766299200471
BT0830031024,榕樹,25.15191915089243,121.52756196523471
BT0830021096,茄苳,25.151907170373995,121.5277065303456
BT0810151004,楓香,25.15189205777264,121.54912318851297
BT0830031025,榕樹,25.151874320120054,121.52760194374746
BT0830021097,榕樹,25.151866059698705,121.52774126782107
BT0810151005,楓香,25.151839940068694,121.54915469544567
BT0830021098,榕樹,25.151834619025717,121.52777317040817
BT0810151006,楓香,25.151779217277987,121.5491939005019
BT0830031026,榕樹,25.15175258876341,121.5277130070557
BT0810141024,楓香,25.151743991676522,121.5491010020509
BT0830031027,榕樹,25.151715015898368,121.52774299866957
BT0810141025,楓香,25.15169575739388,121.54913212958492
BT0830031028,榕樹,25.151683571337067,121.5277759922709
BT0820021001,楓香,25.151683529522426,121.54650696617655
BT0820021002,楓香,25.151644779947272,121.54648784868326
BT0810141026,楓香,25.151620678228976,121.5491718654785
BT0810141027,楓香,25.151590442686576,121.54919404742127
BT0810141028,楓香,25.151561307025908,121.54921177082316
BT0810141029,楓香,25.151456111463318,121.54924155222237
BT0820021003,楓香,25.151406967750944,121.54636994630664
BT0810151008,楓香,25.151376277495416,121.54966254420314
BT0810151007,楓香,25.15137610172511,121.54966125397566
BT0820021004,楓香,25.15137298348998,121.5463561070698
BT0830021100,榕樹,25.151367772128495,121.52785239721429
BT0810151009,楓香,25.151352854201036,121.54974655042251
BT0830031029,榕樹,25.151345336142956,121.52753608966296
BT0830031030,榕樹,25.151340690162804,121.52731964168808
BT0810151010,楓香,25.15133253682288,121.5498450519255
BT0830031031,榕樹,25.15133168165816,121.52726346262392
BT0820021005,楓香,25.151323109591697,121.5463423954642
BT0830031032,榕樹,25.151312463227843,121.52720962020736
BT0830021102,榕樹,25.15126716812454,121.52776021566551
BT0830031035,榕樹,25.151255050685954,121.52708132202497
BT0830021103,榕樹,25.151252455490752,121.52768338100513
BT0830021106,榕樹,25.151248201422085,121.52735693557727
BT0810141030,楓香,25.151244676346952,121.54975281049309
BT0830031034,榕樹,25.151239813250413,121.52702501707361
BT0830031036,榕樹,25.151223239834852,121.52701433279104
BT0820021006,楓香,25.15121693962686,121.54648961306178
BT0830031037,榕樹,25.15120462608606,121.52696813051722
BT0820021007,楓香,25.151195547921446,121.5465373262012
BT0830031038,榕樹,25.15117468949945,121.52690719984224
BT0820021008,楓香,25.15117150336893,121.54659445032487
BT0830021107,榕樹,25.151167604958943,121.52709681642662
BT0820021009,楓香,25.15115917858616,121.54663159075398
BT0830031039,榕樹,25.151145859113345,121.52686521880665
BT0820021010,楓香,25.15113685330429,121.54668763143914
BT0830021108,榕樹,25.1511220634373,121.5270067567071
BT0820021011,楓香,25.151106919763297,121.54675038295241
BT0830021109,榕樹,25.151093981771748,121.52695733980438
BT0830031040,榕樹,25.151089802144323,121.5267872149423
BT0830031041,榕樹,25.15106444882944,121.52675754816356
BT0820021013,楓香,25.15105701191118,121.54684369434732
BT0820031001,楓香,25.151035077412676,121.54659820683356
BT0830021111,榕樹,25.151030557325953,121.52686938553046
BT0820031002,楓香,25.151024791455864,121.5466210733122
BT0830031042,榕樹,25.151000737893508,121.52669934907296
BT0820021014,楓香,25.150996425574718,121.5469439011858
BT0820021015,楓香,25.150975707428813,121.5469803097976
BT0830021112,榕樹,25.15097518307048,121.52680249368218
BT0820021016,楓香,25.15093806921653,121.54702695845174
BT0830021113,榕樹,25.150932268554165,121.52676065065145
BT0820031003,楓香,25.15092602293772,121.5468175202254
BT0820010001,楓香,25.15090735124387,121.54708206885611
BT0820031004,楓香,25.150892796672014,121.54686736256997
BT0820021017,楓香,25.150888920787715,121.54711015588289
BT0830031044,榕樹,25.150868611851212,121.52592501999077
BT0830021114,榕樹,25.15086659369978,121.52672158638542
BT0830031043,榕樹,25.150863420319723,121.52596328412545
BT0820021019,楓香,25.15086150591809,121.54715089881414
BT0820021018,楓香,25.150854540965756,121.54715453768615
BT0820031005,楓香,25.150810075196965,121.54699653246159
BT0820021020,茄苳,25.150798961849777,121.54724336000244
BT0820031006,楓香,25.150783704494298,121.54704789308337
BT0830031046,榕樹,25.150754156965526,121.52553799594487
BT0820031007,楓香,25.150702634981563,121.54716973025293
BT0820031009,楓香,25.15067329567776,121.54721820112533
BT0830031048,榕樹,25.150641343511154,121.52545151732541
